airlineEnglish,airlineKorean,airport,airportCode,city,cityCode,flightPurpose,internationalEddate,internationalFri,internationalIoType,internationalMon,internationalNum,internationalSat,internationalStdate,internationalSun,internationalThu,internationalTime,internationalTue,internationalWed
KOREAN AIR,대한항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2020-02-23T00:00:00+09:00,Y,IN,Y,KE662,Y,2019-10-28T00:00:00+09:00,Y,Y,0840,Y,Y
EASTAR JET,이스타항공,청주,CJJ,하이코우/하이커우,HAK,여객기,2020-02-02T00:00:00+09:00,N,IN,N,ZE732,N,2019-10-28T00:00:00+09:00,Y,Y,0845,N,N
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2020-02-23T00:00:00+09:00,N,IN,N,KE466,Y,2019-10-28T00:00:00+09:00,N,N,0850,N,N
KOREAN AIR,대한항공,부산/김해,PUS,다낭,DAD,여객기,2020-02-23T00:00:00+09:00,N,IN,N,KE466,N,2019-10-28T00:00:00+09:00,Y,N,0850,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,나트랑,CXR,여객기,2020-02-17T00:00:00+09:00,N,IN,N,TW160,N,2019-10-28T00:00:00+09:00,N,N,0905,N,Y
JEJU AIR,제주항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2020-02-18T00:00:00+09:00,Y,IN,N,7C2252,N,2019-10-28T00:00:00+09:00,N,Y,0905,N,N
JEJU AIR,제주항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2020-02-18T00:00:00+09:00,N,IN,Y,7C2252,N,2019-10-28T00:00:00+09:00,N,N,0905,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2020-02-29T00:00:00+09:00,N,IN,N,BX730,N,2019-10-28T00:00:00+09:00,Y,N,0905,N,N
AIR BUSAN,에어부산,부산/김해,PUS,하노이,HAN,여객기,2020-02-29T00:00:00+09:00,N,IN,N,BX730,Y,2019-10-28T00:00:00+09:00,N,N,0905,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,방콕/방콕/수완나품,BKK,여객기,2020-02-16T00:00:00+09:00,N,IN,N,TW106,Y,2019-10-28T00:00:00+09:00,N,Y,0920,Y,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,방콕/방콕/수완나품,BKK,여객기,2020-02-16T00:00:00+09:00,Y,IN,Y,TW106,N,2019-10-28T00:00:00+09:00,Y,N,0920,N,Y
AIR INTERNATIONAL CHINA,중국국제항공,서울/김포,GMP,북경/베이징,PEK,여객기,2020-02-28T00:00:00+09:00,Y,OUT,Y,CA138,Y,2019-10-28T00:00:00+09:00,Y,Y,0930,Y,Y
JINAIR,진에어,제주,CJU,상해/푸동,PVG,여객기,2019-12-01T00:00:00+09:00,Y,IN,Y,LJ102,Y,2019-10-28T00:00:00+09:00,Y,N,0930,Y,Y
JINAIR,진에어,제주,CJU,상해/푸동,PVG,여객기,2019-12-01T00:00:00+09:00,N,IN,N,LJ102,N,2019-10-28T00:00:00+09:00,N,Y,0930,N,N
JEJU AIR,제주항공,부산/김해,PUS,방콕/방콕/수완나품,BKK,여객기,2020-02-18T00:00:00+09:00,N,IN,N,7C2252,Y,2019-10-28T00:00:00+09:00,Y,N,0935,N,N
JEJU AIR,제주항공,제주,CJU,방콕/방콕/수완나품,BKK,여객기,2020-02-28T00:00:00+09:00,Y,IN,Y,7C2244,Y,2019-10-28T00:00:00+09:00,Y,Y,0935,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,난징(남경)/난징,NKG,여객기,2020-02-18T00:00:00+09:00,Y,OUT,Y,KE153,N,2019-10-28T00:00:00+09:00,N,N,1035,N,Y
SPRING AIRLINES,춘추항공,제주,CJU,닝보,NGB,여객기,2019-12-30T00:00:00+09:00,N,IN,N,9C6171,N,2019-10-28T00:00:00+09:00,N,Y,1045,N,N
SPRING AIRLINES,춘추항공,제주,CJU,닝보,NGB,여객기,2019-12-30T00:00:00+09:00,N,IN,Y,9C6171,N,2019-10-28T00:00:00+09:00,N,N,1045,N,N
KOREAN AIR,대한항공,제주,CJU,오사카/간사이,KIX,여객기,2019-11-01T00:00:00+09:00,N,IN,N,KE734,Y,2019-10-28T00:00:00+09:00,Y,Y,1055,Y,N
ASIANA AIRLINE,아시아나항공,서울/김포,GMP,동경/하네다,HND,여객기,2020-03-08T00:00:00+09:00,Y,IN,Y,OZ1055,Y,2019-10-28T00:00:00+09:00,Y,Y,1105,Y,Y
SPRING AIRLINES,춘추항공,제주,CJU,닝보,NGB,여객기,2019-12-30T00:00:00+09:00,N,OUT,Y,9C6172,N,2019-10-28T00:00:00+09:00,N,N,1145,N,N
SPRING AIRLINES,춘추항공,제주,CJU,닝보,NGB,여객기,2019-12-30T00:00:00+09:00,N,OUT,N,9C6172,N,2019-10-28T00:00:00+09:00,N,Y,1145,N,N
KOREAN AIR,대한항공,서울/김포,GMP,동경/하네다,HND,여객기,2020-03-07T00:00:00+09:00,Y,IN,Y,KE712,Y,2019-10-28T00:00:00+09:00,Y,Y,1215,Y,Y
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2020-02-04T00:00:00+09:00,Y,IN,Y,9C8707,N,2019-10-28T00:00:00+09:00,N,N,1330,N,N
KOREAN AIR,대한항공,제주,CJU,동경/도쿄/나리타,NRT,여객기,2019-11-01T00:00:00+09:00,Y,IN,Y,KE718,N,2019-10-28T00:00:00+09:00,N,N,1335,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,인천,ICN,여객기,2020-03-09T00:00:00+09:00,Y,IN,Y,KE1403,Y,2019-10-28T00:00:00+09:00,Y,Y,1515,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,난징(남경)/난징,NKG,여객기,2020-02-18T00:00:00+09:00,Y,IN,Y,KE154,N,2019-10-28T00:00:00+09:00,N,N,1600,N,Y
KOREAN AIR,대한항공,부산/김해,PUS,인천,ICN,여객기,2020-03-09T00:00:00+09:00,Y,OUT,Y,KE1408,Y,2019-10-28T00:00:00+09:00,Y,Y,1605,Y,Y
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2020-03-23T00:00:00+09:00,N,IN,Y,HZ5462,N,2019-10-28T00:00:00+09:00,N,N,2105,N,N
FAR EASTERN AIR TRANSPORT,원동항공,제주,CJU,타이페이/타이베이,TPE,여객기,2020-01-14T00:00:00+09:00,Y,IN,Y,FE722,N,2019-10-28T00:00:00+09:00,N,N,2135,N,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2020-03-23T00:00:00+09:00,N,OUT,Y,HZ5463,N,2019-10-28T00:00:00+09:00,N,N,2205,N,N
FAR EASTERN AIR TRANSPORT,원동항공,제주,CJU,타이페이/타이베이,TPE,여객기,2020-01-14T00:00:00+09:00,Y,OUT,Y,FE721,N,2019-10-28T00:00:00+09:00,N,N,2235,N,N
SINGAPORE AIRLINES,싱가폴항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,IN,N,SQ616,Y,2019-10-29T00:00:00+09:00,N,N,0635,Y,N
SINGAPORE AIRLINES CARGO PTE LTD,싱가포르화물항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,IN,N,SQ616,Y,2019-10-29T00:00:00+09:00,N,N,0635,Y,N
SINGAPORE AIRLINES,싱가폴항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,SQ615,Y,2019-10-29T00:00:00+09:00,N,N,0800,Y,N
SINGAPORE AIRLINES CARGO PTE LTD,싱가포르화물항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,SQ615,Y,2019-10-29T00:00:00+09:00,N,N,0800,Y,N
VIETJET AIR,비엣젯항공,양양,YNY,호치민/호찌민,SGN,여객기,2019-10-29T00:00:00+09:00,N,IN,N,VJ2534,N,2019-10-29T00:00:00+09:00,N,N,0800,Y,N
VIETJET AIR,비엣젯항공,양양,YNY,호치민/호찌민,SGN,여객기,2019-10-29T00:00:00+09:00,N,OUT,N,VJ2535,N,2019-10-29T00:00:00+09:00,N,N,0900,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-11-09T00:00:00+09:00,N,OUT,N,7C8253,Y,2019-10-29T00:00:00+09:00,N,N,1100,N,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-11-09T00:00:00+09:00,N,OUT,N,7C8253,N,2019-10-29T00:00:00+09:00,N,N,1100,Y,N
SPRING AIRLINES,춘추항공,제주,CJU,닝보,NGB,여객기,2020-02-04T00:00:00+09:00,N,IN,N,9C6171,N,2019-10-29T00:00:00+09:00,N,N,1130,Y,N
SPRING AIRLINES,춘추항공,제주,CJU,닝보,NGB,여객기,2020-02-13T00:00:00+09:00,N,OUT,N,9C6172,N,2019-10-29T00:00:00+09:00,N,N,1300,Y,N
SICHUAN AIRLINE,사천항공,무안,MWX,대용/장가계,DYG,여객기,2020-01-09T00:00:00+09:00,Y,IN,N,3U8331,N,2019-10-29T00:00:00+09:00,N,N,1750,Y,N
LOONGAIR,룽에어,제주,CJU,위엔저우(온주)/원저우,WNZ,여객기,2019-12-31T00:00:00+09:00,N,IN,N,GJ8957,Y,2019-10-29T00:00:00+09:00,N,N,1820,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-11-09T00:00:00+09:00,N,IN,N,7C8254,N,2019-10-29T00:00:00+09:00,N,N,1835,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-11-09T00:00:00+09:00,N,IN,N,7C8254,Y,2019-10-29T00:00:00+09:00,N,N,1835,N,N
SICHUAN AIRLINE,사천항공,무안,MWX,대용/장가계,DYG,여객기,2020-01-09T00:00:00+09:00,Y,OUT,N,3U8332,N,2019-10-29T00:00:00+09:00,N,N,1850,Y,N
LOONGAIR,룽에어,제주,CJU,위엔저우(온주)/원저우,WNZ,여객기,2019-12-31T00:00:00+09:00,N,OUT,N,GJ8958,Y,2019-10-29T00:00:00+09:00,N,N,1920,Y,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2019-11-06T00:00:00+09:00,N,OUT,N,9C8708,N,2019-10-30T00:00:00+09:00,N,N,0750,N,Y
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2019-11-06T00:00:00+09:00,N,IN,N,9C8707,N,2019-10-30T00:00:00+09:00,N,N,1320,N,Y
SICHUAN AIRLINE,사천항공,청주,CJJ,대용/장가계,DYG,여객기,2020-01-10T00:00:00+09:00,N,IN,N,3U8521,Y,2019-10-30T00:00:00+09:00,N,N,1905,N,Y
SICHUAN AIRLINE,사천항공,청주,CJJ,대용/장가계,DYG,여객기,2020-01-10T00:00:00+09:00,N,OUT,N,3U8522,Y,2019-10-30T00:00:00+09:00,N,N,2010,N,Y
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2020-03-28T00:00:00+09:00,N,IN,N,HZ5462,Y,2019-10-30T00:00:00+09:00,N,N,2035,N,Y
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2020-03-28T00:00:00+09:00,N,OUT,N,HZ5463,Y,2019-10-30T00:00:00+09:00,N,N,2135,N,Y
SINGAPORE AIRLINES,싱가폴항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,IN,N,SQ616,N,2019-10-31T00:00:00+09:00,N,Y,0630,N,N
SINGAPORE AIRLINES CARGO PTE LTD,싱가포르화물항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,IN,N,SQ616,N,2019-10-31T00:00:00+09:00,N,Y,0630,N,N
HONGKONGEXPRESS,홍콩익스프레스,제주,CJU,홍콩,HKG,여객기,2020-02-15T00:00:00+09:00,N,IN,N,UO676,N,2019-10-31T00:00:00+09:00,N,Y,0640,N,N
HONGKONGEXPRESS,홍콩익스프레스,제주,CJU,홍콩,HKG,여객기,2020-02-15T00:00:00+09:00,N,OUT,N,UO677,N,2019-10-31T00:00:00+09:00,N,Y,0755,N,N
SINGAPORE AIRLINES,싱가폴항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,SQ615,N,2019-10-31T00:00:00+09:00,N,Y,0800,N,N
SINGAPORE AIRLINES CARGO PTE LTD,싱가포르화물항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,SQ615,N,2019-10-31T00:00:00+09:00,N,Y,0800,N,N
VIETJET AIR,비엣젯항공,양양,YNY,하노이,HAN,여객기,2019-10-31T00:00:00+09:00,N,IN,N,VJ7950,N,2019-10-31T00:00:00+09:00,N,Y,0830,N,N
VIETJET AIR,비엣젯항공,양양,YNY,하노이,HAN,여객기,2019-10-31T00:00:00+09:00,N,OUT,N,VJ7951,N,2019-10-31T00:00:00+09:00,N,Y,0930,N,N
JINAIR,진에어,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-11-02T00:00:00+09:00,Y,OUT,N,LJ215,Y,2019-11-01T00:00:00+09:00,N,N,0735,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-11-04T00:00:00+09:00,N,OUT,N,7C1154,N,2019-11-01T00:00:00+09:00,Y,N,1125,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-11-04T00:00:00+09:00,N,OUT,N,7C1154,N,2019-11-01T00:00:00+09:00,N,N,1125,N,Y
JINAIR,진에어,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-11-02T00:00:00+09:00,Y,IN,N,LJ216,Y,2019-11-01T00:00:00+09:00,N,N,1130,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-11-04T00:00:00+09:00,Y,OUT,N,7C1154,N,2019-11-01T00:00:00+09:00,N,N,1135,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-11-04T00:00:00+09:00,N,OUT,Y,7C1154,N,2019-11-01T00:00:00+09:00,N,N,1145,N,N
SPRING AIRLINES,춘추항공,제주,CJU,닝보,NGB,여객기,2020-02-04T00:00:00+09:00,Y,IN,N,9C6171,N,2019-11-01T00:00:00+09:00,N,N,1215,N,N
SPRING AIRLINES,춘추항공,제주,CJU,닝보,NGB,여객기,2020-02-13T00:00:00+09:00,Y,OUT,N,9C6172,N,2019-11-01T00:00:00+09:00,N,N,1315,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-11-04T00:00:00+09:00,N,IN,N,7C1153,N,2019-11-01T00:00:00+09:00,Y,N,1655,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-11-04T00:00:00+09:00,N,IN,Y,7C1153,N,2019-11-01T00:00:00+09:00,N,N,1655,N,N
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-11-04T00:00:00+09:00,N,IN,N,7C1153,N,2019-11-01T00:00:00+09:00,N,N,1735,N,Y
JEJU AIR,제주항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2019-11-04T00:00:00+09:00,Y,IN,N,7C1153,N,2019-11-01T00:00:00+09:00,N,N,1735,N,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2020-03-27T00:00:00+09:00,Y,IN,N,HZ5464,N,2019-11-01T00:00:00+09:00,N,N,1935,N,N
AURORA AIRLINES,오로라항공,부산/김해,PUS,블라디보스톡/블라디보스토크,VVO,여객기,2020-03-27T00:00:00+09:00,Y,OUT,N,HZ5465,N,2019-11-01T00:00:00+09:00,N,N,2030,N,N
VIETJET AIR,비엣젯항공,양양,YNY,호치민/호찌민,SGN,여객기,2019-11-02T00:00:00+09:00,N,IN,N,VJ2534,Y,2019-11-02T00:00:00+09:00,N,N,0800,N,N
VIETJET AIR,비엣젯항공,양양,YNY,호치민/호찌민,SGN,여객기,2019-11-02T00:00:00+09:00,N,OUT,N,VJ2535,Y,2019-11-02T00:00:00+09:00,N,N,0900,N,N
JINAIR,진에어,부산/김해,PUS,키타큐슈,KKJ,여객기,2019-11-02T00:00:00+09:00,N,OUT,N,LJ229,Y,2019-11-02T00:00:00+09:00,N,N,1430,N,N
JINAIR,진에어,부산/김해,PUS,키타큐슈,KKJ,여객기,2019-11-02T00:00:00+09:00,N,IN,N,LJ230,Y,2019-11-02T00:00:00+09:00,N,N,1735,N,N
SINGAPORE AIRLINES,싱가폴항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,IN,N,SQ616,N,2019-11-03T00:00:00+09:00,Y,N,0635,N,N
SINGAPORE AIRLINES CARGO PTE LTD,싱가포르화물항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,IN,N,SQ616,N,2019-11-03T00:00:00+09:00,Y,N,0635,N,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2020-02-04T00:00:00+09:00,N,OUT,N,9C8708,N,2019-11-03T00:00:00+09:00,Y,N,0750,N,N
SINGAPORE AIRLINES CARGO PTE LTD,싱가포르화물항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,SQ615,N,2019-11-03T00:00:00+09:00,Y,N,0810,N,N
SINGAPORE AIRLINES,싱가폴항공,부산/김해,PUS,싱가폴/싱가포르,SIN,여객기,2020-03-08T00:00:00+09:00,N,OUT,N,SQ615,N,2019-11-03T00:00:00+09:00,Y,N,0810,N,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2020-02-04T00:00:00+09:00,N,IN,N,9C8707,N,2019-11-03T00:00:00+09:00,Y,N,1255,N,N
JINAIR,진에어,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-11-03T00:00:00+09:00,N,OUT,N,LJ217,N,2019-11-03T00:00:00+09:00,Y,N,1700,N,N
JINAIR,진에어,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-11-03T00:00:00+09:00,N,IN,N,LJ218,N,2019-11-03T00:00:00+09:00,Y,N,2105,N,N
JEJU AIR,제주항공,제주,CJU,홍콩,HKG,여객기,2020-01-15T00:00:00+09:00,N,OUT,N,7C2185,Y,2019-11-03T00:00:00+09:00,N,N,2155,Y,N
JEJU AIR,제주항공,제주,CJU,홍콩,HKG,여객기,2020-01-17T00:00:00+09:00,Y,OUT,N,7C2185,N,2019-11-03T00:00:00+09:00,Y,Y,2240,N,Y
JEJU AIR,제주항공,제주,CJU,홍콩,HKG,여객기,2020-02-11T00:00:00+09:00,Y,IN,N,7C2186,N,2019-11-04T00:00:00+09:00,N,Y,0610,N,N
JEJU AIR,제주항공,제주,CJU,홍콩,HKG,여객기,2020-02-11T00:00:00+09:00,N,IN,N,7C2186,N,2019-11-04T00:00:00+09:00,Y,N,0610,N,Y
VIETJET AIR,비엣젯항공,양양,YNY,하노이,HAN,여객기,2019-11-04T00:00:00+09:00,N,IN,Y,VJ7950,N,2019-11-04T00:00:00+09:00,N,N,0830,N,N
VIETJET AIR,비엣젯항공,양양,YNY,하노이,HAN,여객기,2019-11-04T00:00:00+09:00,N,OUT,Y,VJ7951,N,2019-11-04T00:00:00+09:00,N,N,0930,N,N
JINAIR,진에어,부산/김해,PUS,키타큐슈,KKJ,여객기,2019-11-07T00:00:00+09:00,N,OUT,Y,LJ229,N,2019-11-04T00:00:00+09:00,N,Y,1400,N,N
JINAIR,진에어,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-11-04T00:00:00+09:00,N,OUT,Y,LJ217,N,2019-11-04T00:00:00+09:00,N,N,1730,N,N
JINAIR,진에어,부산/김해,PUS,키타큐슈,KKJ,여객기,2019-11-07T00:00:00+09:00,N,IN,Y,LJ230,N,2019-11-04T00:00:00+09:00,N,Y,1735,N,N
JINAIR,진에어,부산/김해,PUS,오사카/간사이,KIX,여객기,2019-11-04T00:00:00+09:00,N,IN,Y,LJ218,N,2019-11-04T00:00:00+09:00,N,N,2130,N,N
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,연길/옌지,YNJ,여객기,2020-02-01T00:00:00+09:00,Y,OUT,Y,TW683,N,2019-11-06T00:00:00+09:00,N,N,0740,N,Y
T'WAY AIR CO.LTD,티웨이항공,대구,TAE,연길/옌지,YNJ,여객기,2020-02-01T00:00:00+09:00,Y,IN,Y,TW684,N,2019-11-06T00:00:00+09:00,N,N,1420,N,Y
EASTAR JET,이스타항공,부산/김해,PUS,타이페이/타이베이,TPE,여객기,2020-01-17T00:00:00+09:00,Y,IN,Y,ZE962,N,2019-11-08T00:00:00+09:00,N,N,1700,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,홍콩,HKG,여객기,2019-11-30T00:00:00+09:00,Y,OUT,Y,BX391,Y,2019-11-08T00:00:00+09:00,Y,N,2135,Y,N
AIR BUSAN,에어부산,부산/김해,PUS,홍콩,HKG,여객기,2019-11-30T00:00:00+09:00,N,OUT,N,BX391,N,2019-11-08T00:00:00+09:00,N,N,2205,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,홍콩,HKG,여객기,2019-11-30T00:00:00+09:00,N,OUT,N,BX391,N,2019-11-08T00:00:00+09:00,N,Y,2205,N,N
AIR BUSAN,에어부산,부산/김해,PUS,홍콩,HKG,여객기,2019-12-01T00:00:00+09:00,N,IN,N,BX392,N,2019-11-09T00:00:00+09:00,N,Y,0630,N,N
AIR BUSAN,에어부산,부산/김해,PUS,홍콩,HKG,여객기,2019-12-01T00:00:00+09:00,Y,IN,N,BX392,N,2019-11-09T00:00:00+09:00,N,N,0630,N,N
AIR BUSAN,에어부산,부산/김해,PUS,홍콩,HKG,여객기,2019-12-01T00:00:00+09:00,N,IN,Y,BX392,Y,2019-11-09T00:00:00+09:00,Y,N,0630,Y,Y
JEJU AIR,제주항공,무안,MWX,산야/싼야,SYX,여객기,2020-02-06T00:00:00+09:00,N,OUT,N,7C8613,Y,2019-11-09T00:00:00+09:00,N,N,2240,N,Y
JEJU AIR,제주항공,무안,MWX,산야/싼야,SYX,여객기,2020-02-06T00:00:00+09:00,N,IN,N,7C8614,N,2019-11-10T00:00:00+09:00,Y,Y,0810,N,N
JEJU AIR,제주항공,무안,MWX,대용/장가계,DYG,여객기,2019-11-11T00:00:00+09:00,N,OUT,N,7C8215,N,2019-11-10T00:00:00+09:00,Y,Y,1010,N,N
EASTAR JET,이스타항공,부산/김해,PUS,화롄,HUN,여객기,2020-02-18T00:00:00+09:00,N,OUT,N,ZE981,N,2019-11-10T00:00:00+09:00,Y,N,1205,N,N
JINAIR,진에어,부산/김해,PUS,키타큐슈,KKJ,여객기,2019-11-10T00:00:00+09:00,N,OUT,N,LJ229,N,2019-11-10T00:00:00+09:00,Y,N,1430,N,N
EASTAR JET,이스타항공,부산/김해,PUS,화롄,HUN,여객기,2020-02-18T00:00:00+09:00,N,IN,N,ZE982,N,2019-11-10T00:00:00+09:00,Y,N,1700,N,N
JEJU AIR,제주항공,무안,MWX,대용/장가계,DYG,여객기,2019-11-11T00:00:00+09:00,N,IN,N,7C8216,N,2019-11-10T00:00:00+09:00,Y,Y,1730,N,N
JINAIR,진에어,부산/김해,PUS,키타큐슈,KKJ,여객기,2019-11-10T00:00:00+09:00,N,IN,N,LJ230,N,2019-11-10T00:00:00+09:00,Y,N,1735,N,N
JINAIR,진에어,부산/김해,PUS,키타큐슈,KKJ,여객기,2019-12-22T00:00:00+09:00,N,OUT,N,LJ229,N,2019-11-11T00:00:00+09:00,N,N,1435,Y,N
JINAIR,진에어,부산/김해,PUS,키타큐슈,KKJ,여객기,2019-12-22T00:00:00+09:00,N,IN,N,LJ230,N,2019-11-11T00:00:00+09:00,N,N,1805,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-11-23T00:00:00+09:00,N,OUT,N,7C8253,Y,2019-11-12T00:00:00+09:00,N,N,1100,N,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-11-23T00:00:00+09:00,N,OUT,N,7C8253,N,2019-11-12T00:00:00+09:00,N,N,1100,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-11-23T00:00:00+09:00,N,IN,N,7C8254,N,2019-11-12T00:00:00+09:00,N,N,1835,Y,N
JEJU AIR,제주항공,부산/김해,PUS,대용/장가계,DYG,여객기,2019-11-23T00:00:00+09:00,N,IN,N,7C8254,Y,2019-11-12T00:00:00+09:00,N,N,1835,N,N
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2020-01-22T00:00:00+09:00,N,OUT,N,9C8708,N,2019-11-13T00:00:00+09:00,N,N,0750,N,Y
SPRING AIRLINES,춘추항공,제주,CJU,심양/선양,SHE,여객기,2020-01-22T00:00:00+09:00,N,IN,N,9C8707,N,2019-11-13T00:00:00+09:00,N,N,1330,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,코타키나발루,BKI,여객기,2020-02-29T00:00:00+09:00,N,OUT,N,BX761,N,2019-11-13T00:00:00+09:00,N,N,1900,N,Y
AIR BUSAN,에어부산,부산/김해,PUS,코타키나발루,BKI,여객기,2020-02-29T00:00:00+09:00,N,IN,N,BX762,N,2019-11-14T00:00:00+09:00,N,Y,0700,N,N
JEJU AIR,제주항공,제주,CJU,카오슝/가오슝,KHH,여객기,2020-02-27T00:00:00+09:00,Y,OUT,N,7C4581,N,2019-11-15T00:00:00+09:00,N,N,1200,Y,N
JEJU AIR,제주항공,제주,CJU,카오슝/가오슝,KHH,여객기,2020-02-27T00:00:00+09:00,Y,IN,N,7C4582,N,2019-11-15T00:00:00+09:00,N,N,2035,Y,N
MONGOLIAN,몽골항공,부산/김해,PUS,울란바토르,ULN,여객기,2020-03-12T00:00:00+09:00,N,IN,N,OM311,N,2019-11-17T00:00:00+09:00,Y,Y,1200,N,N
MONGOLIAN,몽골항공,부산/김해,PUS,울란바토르,ULN,여객기,2020-03-12T00:00:00+09:00,N,OUT,N,OM312,N,2019-11-17T00:00:00+09:00,Y,Y,1300,N,N
KOREAN AIR,대한항공,부산/김해,PUS,동경/도쿄/나리타,NRT,여객기,2020-03-09T00:00:00+09:00,Y,OUT,Y,KE713,Y,2019-11-17T00:00:00+09:00,Y,Y,1620,Y,Y
KOREAN AIR,대한항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-09T00:00:00+09:00,Y,OUT,Y,KE797,Y,2019-11-17T00:00:00+09:00,Y,Y,1800,Y,Y
SICHUAN AIRLINE,사천항공,대구,TAE,대용/장가계,DYG,여객기,2020-01-05T00:00:00+09:00,N,IN,N,3U8589,N,2019-11-17T00:00:00+09:00,Y,Y,1900,N,N
SICHUAN AIRLINE,사천항공,대구,TAE,대용/장가계,DYG,여객기,2020-01-05T00:00:00+09:00,N,OUT,N,3U8590,N,2019-11-17T00:00:00+09:00,Y,Y,2000,N,N
KOREAN AIR,대한항공,부산/김해,PUS,후쿠오카,FUK,여객기,2020-03-09T00:00:00+09:00,Y,IN,Y,KE798,Y,2019-11-17T00:00:00+09:00,Y,Y,2050,Y,Y
